COUNTRY,SUBBRAND,YEAR,MONTH,SCENARIO,FORECAST,FORECAST_YEAR,AMOUNT
Great Britain,Pepsi Regular (L3),2024,6,AI_forecast,AI_PF,2023,683160.4134654115
Great Britain,Lipton (L3),2023,8,AI_forecast,AI_P02F,2023,734880.52032564
Hungary,Pepsi Regular (L3),2023,10,AI_forecast,AI_P05F,2023,1052549.6090922675
Spain,7up Free (L3),2023,9,AI_forecast,AI_P04F,2023,83235.6615163625
Netherlands,Pepsi Max (L3),2024,4,AI_forecast,AI_P02F,2023,726212.0075695054
Norway,7up (L3),2024,3,AI_forecast,AI_PF,2023,2507.2528818649007
Spain,Pepsi Regular (L3),2024,9,AI_forecast,AI_P09F,2023,140953.43572126888
Portugal,Pepsi Max (L3),2024,6,actual,null,null,238540.553123213
Great Britain,Pepsi Max (L3),2024,6,actual,null,null,1.3173110603509627E7
Netherlands,7up Free (L3),2024,6,actual,null,null,131566.912992326
Portugal,7up (L3),2024,6,actual,null,null,440024.607176317
Netherlands,7up (L3),2024,6,actual,null,null,110012.271667383
Portugal,Pepsi Regular (L3),2024,6,actual,null,null,265107.932132466
Netherlands,Mountain Dew (L3),2023,11,AI_forecast,AI_PF,2023,0.0
Denmark,Mountain Dew (L3),2024,4,AI_forecast,AI_P04F,2023,26622.006885060357
Netherlands,Pepsi Regular (L3),2023,12,AI_forecast,AI_P08F,2023,603222.050420212
Denmark,Pepsi Max (L3),2024,3,AI_forecast,AI_P08F,2023,2945426.5958514703
Great Britain,Pepsi Regular (L3),2023,5,AI_forecast,AI_P03F,2023,1459484.9976759797
Spain,Pepsi Max (L3),2024,2,AI_forecast,AI_P11F,2023,93677.99309468812
Hungary,Pepsi Regular (L3),2024,3,AI_forecast,AI_P02F,2023,1399307.6180817415
Netherlands,Pepsi Max (L3),2023,5,AI_forecast,AI_PF,2023,911867.8040775637
Denmark,Pepsi Max (L3),2023,12,AI_forecast,AI_P12F,2023,2571061.4696715004
Great Britain,Pepsi Regular (L3),2024,7,AI_forecast,AI_P04F,2023,1320404.973717328
Denmark,Pepsi Regular (L3),2024,2,AI_forecast,AI_P08F,2023,172056.5898693513
Hungary,Lipton (L3),2023,10,AI_forecast,AI_P09F,2023,341598.09125560155
Norway,Lipton (L3),2023,8,AI_forecast,AI_P07F,2023,13612.420570498794
Hungary,Pepsi Max (L3),2023,11,AI_forecast,AI_P07F,2023,465940.71454139746
Spain,7up (L3),2024,1,AI_forecast,AI_PF,2023,38711.8916246336
Spain,7up (L3),2024,9,AI_forecast,AI_P06F,2023,81648.35460070313
Hungary,7up Free (L3),2023,10,AI_forecast,AI_P07F,2023,24564.95319176301
Hungary,7up (L3),2023,10,AI_forecast,AI_P10F,2023,2319.7847820353254
Norway,Pepsi Max (L3),2023,11,AI_forecast,AI_P03F,2023,2200114.290692907
Norway,Pepsi Max (L3),2023,10,AI_forecast,AI_P09F,2023,2432191.6571181426
Czech,Pepsi Regular (L3),2023,10,AI_forecast,AI_PF,2023,869339.5232780067
Hungary,Lipton (L3),2024,4,AI_forecast,AI_P09F,2023,294526.8688002958
Czech,Pepsi Regular (L3),2024,2,AI_forecast,AI_P11F,2023,733512.2720229633
Spain,7up (L3),2024,3,AI_forecast,AI_P05F,2023,65357.05284874294
Spain,7up (L3),2024,2,AI_forecast,AI_P06F,2023,53999.13755334691
Czech,Mountain Dew (L3),2024,10,AI_forecast,AI_P09F,2023,99230.3348546359
Czech,Pepsi Max (L3),2023,11,AI_forecast,AI_PF,2023,367275.6724715672
Great Britain,7up Free (L3),2024,4,AI_forecast,AI_P02F,2023,1183720.3318313167
Denmark,Pepsi Regular (L3),2025,3,AI_forecast,AI_P12F,2023,225716.23146784634
Great Britain,7up (L3),2023,9,AI_forecast,AI_P07F,2023,216089.19519606762
Netherlands,Pepsi Max (L3),2024,1,AI_forecast,AI_P11F,2023,875980.8400055142
Denmark,7up Free (L3),2024,11,AI_forecast,AI_P07F,2023,17248.55384201293
Hungary,Pepsi Max (L3),2023,4,AI_forecast,AI_P02F,2023,502323.2330357028
Great Britain,Pepsi Regular (L3),2025,1,AI_forecast,AI_P10F,2023,616298.1347824852
Hungary,7up (L3),2023,5,AI_forecast,AI_P03F,2023,72676.72217410481
Norway,Mountain Dew (L3),2024,6,AI_forecast,AI_P04F,2023,4872.423742164912
Norway,Pepsi Regular (L3),2023,7,AI_forecast,AI_P04F,2023,57148.632819465834
Denmark,Mountain Dew (L3),2023,12,AI_forecast,AI_P07F,2023,35854.923415509904
Denmark,Pepsi Max (L3),2024,12,AI_forecast,AI_P08F,2023,3006618.75939493
Great Britain,Lipton (L3),2023,8,AI_forecast,AI_PF,2023,758701.0273168706
Great Britain,Lipton (L3),2024,5,AI_forecast,AI_P10F,2023,851345.3262991494
Great Britain,Lipton (L3),2024,4,AI_forecast,AI_P05F,2023,639410.1978516966
Great Britain,Lipton (L3),2024,4,AI_forecast,AI_P09F,2023,624538.1206629124
Czech,Lipton (L3),2024,3,AI_forecast,AI_P05F,2023,247785.20966053702
Great Britain,Lipton (L3),2024,12,AI_forecast,AI_P08F,2023,552116.9300909098
Hungary,7up (L3),2025,5,AI_forecast,AI_P12F,2023,0.0
Great Britain,Mountain Dew (L3),2023,10,AI_forecast,AI_P07F,2023,214454.15352014167
Hungary,Lipton (L3),2024,7,AI_forecast,AI_P10F,2023,436303.92579948204
Norway,Pepsi Max (L3),2024,11,AI_forecast,AI_P11F,2023,2922947.5971123744
Netherlands,Lipton (L3),2023,5,AI_forecast,AI_PF,2023,1901333.883883857
Spain,Pepsi Regular (L3),2023,7,AI_forecast,AI_P06F,2023,149355.05534144296
Italy,7up (L3),2024,7,AI_forecast,AI_P07F,2023,18452.329229710584
Denmark,7up Free (L3),2024,3,AI_forecast,AI_P12F,2023,26260.678533718583
Netherlands,Pepsi Regular (L3),2023,2,AI_forecast,AI_PF,2023,452203.068193022
Great Britain,Pepsi Regular (L3),2024,1,AI_forecast,AI_P08F,2023,1351897.3632236517
Portugal,Pepsi Max (L3),2024,4,AI_forecast,AI_P07F,2023,221594.2053872983
Spain,7up (L3),2024,7,AI_forecast,AI_P04F,2023,90529.20271311284
Great Britain,Lipton (L3),2024,4,AI_forecast,AI_P02F,2023,801118.7770474985
Denmark,Pepsi Max (L3),2024,2,AI_forecast,AI_P02F,2023,1692982.420878135
Great Britain,7up Free (L3),2023,9,AI_forecast,AI_P07F,2023,1217307.7562526297
Spain,7up Free (L3),2024,8,AI_forecast,AI_P06F,2023,86311.25771103658
Netherlands,7up (L3),2023,12,AI_forecast,AI_P12F,2023,117185.32169317518
Czech,Pepsi Regular (L3),2024,8,AI_forecast,AI_P06F,2023,928498.7563119218
Denmark,7up Free (L3),2024,8,AI_forecast,AI_P10F,2023,16297.426763925121
Great Britain,Lipton (L3),2023,2,AI_forecast,AI_P02F,2023,430217.2214200264
Great Britain,Lipton (L3),2024,2,AI_forecast,AI_P06F,2023,498529.24694590364
Great Britain,Pepsi Regular (L3),2024,12,AI_forecast,AI_P12F,2023,1306521.599538378
Denmark,Pepsi Max (L3),2023,10,AI_forecast,AI_P07F,2023,2121298.9769863845
Denmark,Pepsi Max (L3),2024,5,AI_forecast,AI_P12F,2023,2405112.0467908564
Denmark,Pepsi Max (L3),2023,9,AI_forecast,AI_P07F,2023,1878483.5378727242
Great Britain,Pepsi Regular (L3),2024,1,AI_forecast,AI_P03F,2023,585133.6193528203
Great Britain,7up Free (L3),2023,8,AI_forecast,AI_P07F,2023,1518197.1793989732
Netherlands,7up (L3),2023,11,AI_forecast,AI_P02F,2023,80614.09178588446
Czech,Pepsi Regular (L3),2024,7,AI_forecast,AI_P12F,2023,1069630.6596348581
Italy,7up (L3),2024,8,AI_forecast,AI_P05F,2023,16382.30639119651
Netherlands,Lipton (L3),2024,4,AI_forecast,AI_P05F,2023,1705734.4448448508
Spain,7up (L3),2023,11,AI_forecast,AI_P09F,2023,61718.14595255697
Great Britain,Pepsi Regular (L3),2024,4,AI_forecast,AI_P07F,2023,1055230.1385637128
Great Britain,Pepsi Regular (L3),2024,3,AI_forecast,AI_P08F,2023,1836128.021625709
Spain,Pepsi Max (L3),2024,5,AI_forecast,AI_P04F,2023,76437.72870547925
Norway,7up (L3),2023,5,AI_forecast,AI_P05F,2023,8301.496890461523
Czech,7up (L3),2024,4,AI_forecast,AI_P03F,2023,68465.78775155525
Portugal,7up Free (L3),2023,7,AI_forecast,AI_P06F,2023,145479.3411455555
Norway,7up Free (L3),2025,2,AI_forecast,AI_P09F,2023,45898.40684615028
Spain,Pepsi Max (L3),2024,10,AI_forecast,AI_P05F,2023,156113.82295912807
Spain,7up Free (L3),2023,10,AI_forecast,AI_P07F,2023,74857.07609649669
Great Britain,7up (L3),2024,2,AI_forecast,AI_P02F,2023,0.0
Netherlands,Lipton (L3),2023,5,AI_forecast,AI_P04F,2023,2023219.785914643
Netherlands,Lipton (L3),2025,1,AI_forecast,AI_P10F,2023,1346294.4124290766
Portugal,Pepsi Max (L3),2023,7,AI_forecast,AI_P06F,2023,233148.10391004715
Great Britain,Pepsi Max (L3),2023,3,AI_forecast,AI_P03F,2023,1.1337685605191305E7
Denmark,Pepsi Max (L3),2025,1,AI_forecast,AI_P08F,2023,2611192.5964809204
Czech,Mountain Dew (L3),2024,6,AI_forecast,AI_P10F,2023,90760.64833889154
Spain,Pepsi Max (L3),2023,9,AI_forecast,AI_P04F,2023,114647.3000720369
Hungary,7up (L3),2024,6,AI_forecast,AI_P06F,2023,63966.08481066046
Portugal,7up (L3),2023,11,AI_forecast,AI_P07F,2023,231306.36062261523
Norway,7up (L3),2024,2,AI_forecast,AI_PF,2023,1149.3255077993435
Norway,7up (L3),2023,10,AI_forecast,AI_P09F,2023,0.0
Norway,Pepsi Max (L3),2024,10,AI_forecast,AI_P08F,2023,2496369.4975227164
Portugal,Pepsi Regular (L3),2024,3,AI_forecast,AI_P06F,2023,162277.60651963137
Portugal,Pepsi Max (L3),2024,12,AI_forecast,AI_P11F,2023,213906.38273659506
Norway,Lipton (L3),2024,7,AI_forecast,AI_P12F,2023,6514.072193021249
Great Britain,Lipton (L3),2023,12,AI_forecast,AI_P10F,2023,560030.5580289717
Denmark,Pepsi Max (L3),2024,9,AI_forecast,AI_P10F,2023,1742613.999634922
Great Britain,7up Free (L3),2024,2,AI_forecast,AI_P08F,2023,859847.4929559302
Great Britain,Mountain Dew (L3),2024,3,AI_forecast,AI_P03F,2023,138385.9715434591
Great Britain,Mountain Dew (L3),2023,4,AI_forecast,AI_P04F,2023,155609.52652492013
Norway,Mountain Dew (L3),2024,9,AI_forecast,AI_P09F,2023,0.0
Spain,Lipton (L3),2024,8,AI_forecast,AI_P09F,2023,17832.1019262213
Italy,7up (L3),2023,9,AI_forecast,AI_P03F,2023,17455.37177672598
Great Britain,Pepsi Max (L3),2024,2,AI_forecast,AI_P03F,2023,8740501.635445382
Netherlands,Pepsi Regular (L3),2023,12,AI_forecast,AI_P05F,2023,582250.9122791562
Denmark,Pepsi Max (L3),2023,2,AI_forecast,AI_PF,2023,1874105.3734385401
Great Britain,7up Free (L3),2023,8,AI_forecast,AI_P06F,2023,1572128.8216212897
Spain,7up Free (L3),2023,11,AI_forecast,AI_P07F,2023,70501.20973530026
Italy,7up (L3),2024,12,AI_forecast,AI_P07F,2023,15435.886720204904
Italy,7up (L3),2023,10,AI_forecast,AI_P02F,2023,15087.491019262216
Hungary,7up Free (L3),2024,2,AI_forecast,AI_P12F,2023,22357.51379734887
Great Britain,Pepsi Max (L3),2024,12,AI_forecast,AI_P11F,2023,1.0097316013135314E7
Denmark,Pepsi Max (L3),2024,12,AI_forecast,AI_P09F,2023,3030419.206996364
Great Britain,7up Free (L3),2024,7,AI_forecast,AI_P11F,2023,1785440.6086896386
Great Britain,7up Free (L3),2024,4,AI_forecast,AI_P08F,2023,1561135.7026751873
Hungary,Pepsi Regular (L3),2025,2,AI_forecast,AI_P12F,2023,552469.4660269921
Czech,7up (L3),2023,11,AI_forecast,AI_P10F,2023,45260.135171652495
Netherlands,Lipton (L3),2023,10,AI_forecast,AI_P07F,2023,1546791.0193963544
Italy,7up (L3),2025,1,AI_forecast,AI_P11F,2023,10831.921151822406
Great Britain,Lipton (L3),2023,9,AI_forecast,AI_P09F,2023,705070.0146588867
Great Britain,Lipton (L3),2024,9,AI_forecast,AI_P07F,2023,767488.7169736234
Great Britain,Pepsi Regular (L3),2024,4,AI_forecast,AI_P03F,2023,1318154.4712453657
Great Britain,7up Free (L3),2024,4,AI_forecast,AI_P04F,2023,1097138.0854050315
Great Britain,Mountain Dew (L3),2023,5,AI_forecast,AI_PF,2023,212591.1479993889
Netherlands,Pepsi Max (L3),2023,7,AI_forecast,AI_P03F,2023,809636.8079708276
Netherlands,Pepsi Max (L3),2024,7,AI_forecast,AI_P05F,2023,1044997.0691694116
Hungary,Mountain Dew (L3),2024,8,actual,null,null,73714.991933949
Italy,Pepsi Regular (L3),2024,8,actual,null,null,2132092.495403409
Great Britain,Pepsi Regular (L3),2024,8,actual,null,null,2035189.275675748
Netherlands,Pepsi Max (L3),2024,8,actual,null,null,1229491.803625145
Hungary,Pepsi Max (L3),2024,5,AI_forecast,AI_P08F,2023,561190.1745128767
Hungary,Mountain Dew (L3),2024,6,AI_forecast,AI_P04F,2023,43273.325455561266
Denmark,Pepsi Regular (L3),2024,5,AI_forecast,AI_P08F,2023,260529.22711445016
Netherlands,Pepsi Max (L3),2023,9,AI_forecast,AI_P07F,2023,917080.2351975715
Netherlands,Pepsi Max (L3),2024,4,AI_forecast,AI_P06F,2023,852467.4754712922
Spain,7up Free (L3),2024,1,AI_forecast,AI_P08F,2023,73959.5218174962
Spain,Pepsi Regular (L3),2024,1,AI_forecast,AI_P03F,2023,71919.66062654187
Portugal,Pepsi Max (L3),2024,8,actual,null,null,294264.064338196
Spain,7up Free (L3),2024,8,actual,null,null,101061.307263671
Denmark,Pepsi Regular (L3),2024,8,actual,null,null,376188.333462483
Italy,7up (L3),2024,8,actual,null,null,15992.124153769
Denmark,7up Free (L3),2023,5,AI_forecast,AI_P04F,2023,13719.49690895635
Denmark,Pepsi Max (L3),2024,2,AI_forecast,AI_P12F,2023,2444267.3150893003
Italy,Pepsi Max (L3),2024,3,AI_forecast,AI_P02F,2023,150456.7069803542
Netherlands,7up Free (L3),2023,12,AI_forecast,AI_P04F,2023,141432.70365208737
Great Britain,7up (L3),2024,5,AI_forecast,AI_P06F,2023,79052.55781947865
Netherlands,7up (L3),2023,9,AI_forecast,AI_P02F,2023,133408.4673054958
Netherlands,Mountain Dew (L3),2024,8,AI_forecast,AI_P07F,2023,0.0
Hungary,Pepsi Max (L3),2024,8,actual,null,null,696733.557938189
Great Britain,7up Free (L3),2024,8,actual,null,null,1533493.899389235
Spain,Pepsi Max (L3),2024,8,actual,null,null,150238.709291102
Portugal,Pepsi Regular (L3),2024,8,actual,null,null,335232.153177461
Hungary,7up Free (L3),2024,10,AI_forecast,AI_P10F,2023,113868.93731346042
Hungary,Pepsi Max (L3),2024,7,AI_forecast,AI_P10F,2023,446330.68060689315
Denmark,Pepsi Max (L3),2024,8,AI_forecast,AI_P09F,2023,2528689.0363232843
Hungary,Pepsi Regular (L3),2024,8,AI_forecast,AI_P11F,2023,1341683.4269508866
Netherlands,7up (L3),2025,1,AI_forecast,AI_P12F,2023,71784.45315549389
Netherlands,7up (L3),2023,6,AI_forecast,AI_P03F,2023,137915.71533510226
Norway,Lipton (L3),2024,6,AI_forecast,AI_P03F,2023,3797.090512132083
Portugal,7up Free (L3),2024,7,AI_forecast,AI_P11F,2023,173437.17057014586
Great Britain,Pepsi Max (L3),2024,3,AI_forecast,AI_P03F,2023,1.0293433853031106E7
Denmark,7up Free (L3),2023,10,AI_forecast,AI_P05F,2023,8723.321390062454
Great Britain,Lipton (L3),2023,4,AI_forecast,AI_P02F,2023,532335.626352557
Great Britain,Pepsi Regular (L3),2024,5,AI_forecast,AI_P10F,2023,1732878.039342486
Netherlands,7up Free (L3),2023,8,AI_forecast,AI_PF,2023,138274.5070383713
Great Britain,7up (L3),2024,2,AI_forecast,AI_P10F,2023,118203.14351069923
Czech,Pepsi Regular (L3),2025,1,AI_forecast,AI_P08F,2023,794488.5187049876
Hungary,Lipton (L3),2023,8,AI_forecast,AI_P03F,2023,434147.65346465766
Hungary,Lipton (L3),2023,6,AI_forecast,AI_P06F,2023,364857.0481203763
Denmark,Pepsi Max (L3),2023,11,AI_forecast,AI_P11F,2023,2479563.1412138897
Hungary,7up (L3),2023,7,AI_forecast,AI_P02F,2023,90558.21138076685
Denmark,Pepsi Regular (L3),2024,12,AI_forecast,AI_P11F,2023,277394.03085373295
Netherlands,Mountain Dew (L3),2024,10,AI_forecast,AI_P10F,2023,0.0
Hungary,Lipton (L3),2023,9,AI_forecast,AI_P02F,2023,361816.70139621757
Great Britain,Pepsi Max (L3),2024,1,AI_forecast,AI_P09F,2023,9130020.613355516
Great Britain,Pepsi Max (L3),2023,5,AI_forecast,AI_P02F,2023,1.2240207426950324E7
Great Britain,Lipton (L3),2023,9,AI_forecast,AI_P02F,2023,717662.257713831
Netherlands,7up Free (L3),2024,6,AI_forecast,AI_P12F,2023,165379.91286022236
Netherlands,Pepsi Max (L3),2024,12,AI_forecast,AI_P09F,2023,1039661.5020508548
Netherlands,Pepsi Max (L3),2024,6,AI_forecast,AI_P06F,2023,1051193.808470559
Denmark,7up (L3),2024,3,AI_forecast,AI_P11F,2023,0.0
Norway,Pepsi Max (L3),2024,4,AI_forecast,AI_P08F,2023,2451191.4119061492
Norway,Pepsi Regular (L3),2024,7,AI_forecast,AI_P12F,2023,52097.54091767926
Hungary,Pepsi Max (L3),2024,10,AI_forecast,AI_P12F,2023,447089.6745222346
Czech,Lipton (L3),2024,4,AI_forecast,AI_P10F,2023,232199.16225612973
Great Britain,Lipton (L3),2023,6,AI_forecast,AI_P06F,2023,670146.0828868155
Hungary,Pepsi Regular (L3),2024,9,AI_forecast,AI_P06F,2023,1516470.9275069723
Great Britain,7up Free (L3),2024,2,AI_forecast,AI_P12F,2023,828153.144344101
Spain,7up Free (L3),2025,3,AI_forecast,AI_P10F,2023,71031.85988467823
Portugal,Pepsi Regular (L3),2024,3,AI_forecast,AI_P04F,2023,139078.47276335914
Norway,Lipton (L3),2024,8,AI_forecast,AI_P07F,2023,11196.170842568226
Hungary,Pepsi Max (L3),2024,9,AI_forecast,AI_P11F,2023,493870.0913281897
Italy,Pepsi Regular (L3),2024,5,AI_forecast,AI_P08F,2023,1779424.1602016534
Netherlands,Pepsi Max (L3),2023,10,AI_forecast,AI_P06F,2023,1078935.5029864805
Netherlands,Pepsi Max (L3),2024,8,AI_forecast,AI_P10F,2023,964085.524470213
Spain,Lipton (L3),2024,4,AI_forecast,AI_P05F,2023,12800.318763801792
Netherlands,Pepsi Max (L3),2023,9,AI_forecast,AI_P05F,2023,924265.5959350783
Netherlands,Lipton (L3),2024,6,AI_forecast,AI_P12F,2023,2012129.9606315377
Portugal,Pepsi Max (L3),2024,2,AI_forecast,AI_P11F,2023,184457.93497578587
Hungary,Pepsi Max (L3),2024,1,AI_forecast,AI_P05F,2023,456556.86026742053
Denmark,Pepsi Max (L3),2025,5,AI_forecast,AI_P12F,2023,3180093.0563685917
Great Britain,Pepsi Regular (L3),2023,8,AI_forecast,AI_P08F,2023,2460334.653545645
Great Britain,Mountain Dew (L3),2023,12,AI_forecast,AI_P05F,2023,137961.81387049158
Czech,7up (L3),2024,6,AI_forecast,AI_P06F,2023,105236.1319964726
Hungary,Lipton (L3),2024,6,AI_forecast,AI_P03F,2023,349918.88299814146
Great Britain,Pepsi Max (L3),2024,7,AI_forecast,AI_P07F,2023,1.0901261824679669E7
Great Britain,Pepsi Max (L3),2024,12,AI_forecast,AI_P09F,2023,9899747.846913768
Denmark,Pepsi Max (L3),2023,5,AI_forecast,AI_P05F,2023,2502787.1009640046
Denmark,Pepsi Max (L3),2024,6,AI_forecast,AI_P08F,2023,2832392.5591707164
Great Britain,Pepsi Regular (L3),2024,8,AI_forecast,AI_P08F,2023,1633656.0175274191
Great Britain,7up Free (L3),2023,11,AI_forecast,AI_P10F,2023,984092.0343768458
Spain,Pepsi Max (L3),2024,5,AI_forecast,AI_P12F,2023,102461.25421670087
Czech,Pepsi Regular (L3),2024,3,AI_forecast,AI_P12F,2023,1022755.077355316
Norway,Pepsi Regular (L3),2023,12,AI_forecast,AI_P10F,2023,34206.90559436215
Czech,Pepsi Regular (L3),2023,6,AI_forecast,AI_PF,2023,1200692.0942144995
Denmark,Mountain Dew (L3),2024,11,AI_forecast,AI_P08F,2023,38258.61564884688
Denmark,Pepsi Max (L3),2025,2,AI_forecast,AI_P11F,2023,3361215.1143075293
Great Britain,Lipton (L3),2024,1,AI_forecast,AI_P12F,2023,542133.5036229398
Spain,Lipton (L3),2024,6,AI_forecast,AI_P05F,2023,14362.20463616716
Norway,7up (L3),2024,9,AI_forecast,AI_P08F,2023,0.0
Netherlands,7up (L3),2023,12,AI_forecast,AI_P05F,2023,126714.42138943748
Great Britain,Pepsi Regular (L3),2023,8,AI_forecast,AI_PF,2023,2030643.9210651475
Denmark,Pepsi Max (L3),2024,3,AI_forecast,AI_P09F,2023,2946195.6428991463
Great Britain,Mountain Dew (L3),2024,3,AI_forecast,AI_P09F,2023,207680.93641086778
Czech,Pepsi Max (L3),2023,6,AI_forecast,AI_P04F,2023,452720.3898460292
Portugal,Pepsi Max (L3),2024,5,AI_forecast,AI_P06F,2023,225031.746498139
Netherlands,Pepsi Regular (L3),2024,1,AI_forecast,AI_P11F,2023,527829.0613299988
Netherlands,Pepsi Regular (L3),2024,6,AI_forecast,AI_P04F,2023,600113.9114869436
Great Britain,Pepsi Max (L3),2025,2,AI_forecast,AI_P11F,2023,8087753.110179661
Great Britain,Pepsi Max (L3),2024,11,AI_forecast,AI_P08F,2023,1.0598395226545846E7
Denmark,Pepsi Max (L3),2024,8,AI_forecast,AI_P12F,2023,2341039.7862623297
Great Britain,7up Free (L3),2023,11,AI_forecast,AI_P11F,2023,1247863.3696153732
Hungary,Pepsi Regular (L3),2024,12,AI_forecast,AI_P11F,2023,1365522.1476835143
Great Britain,7up Free (L3),2025,2,AI_forecast,AI_P11F,2023,260377.07807451708
Norway,7up (L3),2024,4,AI_forecast,AI_P08F,2023,0.0
Spain,Pepsi Regular (L3),2024,7,AI_forecast,AI_P10F,2023,253172.63737144263
Hungary,Lipton (L3),2024,4,AI_forecast,AI_P12F,2023,216702.81359550587
Netherlands,Lipton (L3),2024,1,AI_forecast,AI_P12F,2023,1287536.3730927764
Czech,Pepsi Regular (L3),2024,4,AI_forecast,AI_P05F,2023,1025891.6673494104
Norway,Lipton (L3),2023,11,AI_forecast,AI_P02F,2023,6088.927930860922
Denmark,Pepsi Max (L3),2024,2,AI_forecast,AI_P09F,2023,2006437.1473441205
Denmark,Pepsi Max (L3),2023,9,AI_forecast,AI_P07F,2023,1974906.8480337714
Norway,Pepsi Regular (L3),2023,9,AI_forecast,AI_P08F,2023,41300.919063529145
Netherlands,Lipton (L3),2025,2,AI_forecast,AI_P10F,2023,1174726.9876125602
Czech,Pepsi Regular (L3),2024,3,AI_forecast,AI_P08F,2023,987149.1037571394
Czech,Mountain Dew (L3),2023,8,AI_forecast,AI_P07F,2023,78908.17674826062
Denmark,Pepsi Max (L3),2024,12,AI_forecast,AI_P10F,2023,3244745.81994567
Denmark,Pepsi Max (L3),2023,12,AI_forecast,AI_P11F,2023,2528461.52317615
Spain,Pepsi Max (L3),2023,11,AI_forecast,AI_P09F,2023,122237.48595127385
Netherlands,Pepsi Max (L3),2024,3,AI_forecast,AI_P09F,2023,1004768.6658973815
Hungary,Lipton (L3),2024,11,AI_forecast,AI_P11F,2023,264933.0801229394
Portugal,7up Free (L3),2024,5,actual,null,null,150567.36636422
Italy,Pepsi Regular (L3),2024,5,actual,null,null,1700379.484759041
Italy,Pepsi Regular (L3),2024,5,AI_forecast,AI_PF,2023,1784189.266874728
Great Britain,Pepsi Regular (L3),2023,9,AI_forecast,AI_P03F,2023,2282401.243716078
Great Britain,7up Free (L3),2024,2,AI_forecast,AI_P11F,2023,819103.8038667358
Great Britain,Mountain Dew (L3),2024,11,AI_forecast,AI_P12F,2023,136414.24088296256
Great Britain,7up (L3),2024,5,AI_forecast,AI_P05F,2023,15335.123845859707
Norway,Pepsi Regular (L3),2024,1,AI_forecast,AI_P11F,2023,17568.855114469123
Norway,Pepsi Max (L3),2025,2,AI_forecast,AI_P11F,2023,2488072.141118474
Netherlands,7up Free (L3),2024,5,actual,null,null,136778.93387248
Portugal,Pepsi Regular (L3),2024,5,actual,null,null,241078.499098294
Portugal,Pepsi Max (L3),2024,6,AI_forecast,AI_PF,2023,206165.60387232542
Hungary,Pepsi Max (L3),2023,7,AI_forecast,AI_P02F,2023,523664.65752059215
Hungary,Pepsi Max (L3),2024,10,AI_forecast,AI_P10F,2023,297903.2612192323
Denmark,Pepsi Max (L3),2024,2,AI_forecast,AI_P11F,2023,2198525.6700144433
Great Britain,Pepsi Regular (L3),2024,1,AI_forecast,AI_P03F,2023,1298318.8406625502
Czech,Lipton (L3),2024,1,AI_forecast,AI_P02F,2023,224076.03621105506
Italy,Pepsi Regular (L3),2024,2,AI_forecast,AI_P02F,2023,1756952.768736361
Spain,Pepsi Max (L3),2024,11,AI_forecast,AI_P09F,2023,94139.98742362786
Czech,7up (L3),2023,10,AI_forecast,AI_P02F,2023,60860.422926066516
Great Britain,7up (L3),2024,6,AI_forecast,AI_P12F,2023,408241.3192589058
Spain,Pepsi Regular (L3),2024,9,AI_forecast,AI_P11F,2023,171410.83447706333
Netherlands,7up (L3),2024,5,AI_forecast,AI_P11F,2023,119274.7176598578
Netherlands,Lipton (L3),2024,3,AI_forecast,AI_P12F,2023,1511391.0251076457
Portugal,Pepsi Max (L3),2024,5,actual,null,null,250696.634519877
Portugal,Lipton (L3),2024,5,actual,null,null,745673.687769899
Hungary,Pepsi Max (L3),2024,5,actual,null,null,563365.011658788
Denmark,Pepsi Max (L3),2024,5,actual,null,null,2845438.683930593
Italy,Pepsi Max (L3),2024,5,actual,null,null,274489.665593542
Italy,7up (L3),2024,5,actual,null,null,18141.892034689
Hungary,Lipton (L3),2024,5,actual,null,null,321262.608046326
Netherlands,7up (L3),2024,5,actual,null,null,120009.84833008
Norway,Pepsi Max (L3),2024,4,AI_forecast,AI_P02F,2023,2606333.273335735
Denmark,Mountain Dew (L3),2023,8,AI_forecast,AI_P07F,2023,43558.48999305763
Hungary,Pepsi Max (L3),2023,9,AI_forecast,AI_P07F,2023,475531.23033027584
Spain,7up (L3),2023,12,AI_forecast,AI_P04F,2023,93502.00802725642
Denmark,Pepsi Max (L3),2024,8,AI_forecast,AI_P09F,2023,2362178.2412612955
Great Britain,Mountain Dew (L3),2024,7,AI_forecast,AI_P07F,2023,227546.28882149124
Great Britain,Pepsi Max (L3),2024,6,AI_forecast,AI_P04F,2023,9766129.841803001
Hungary,7up Free (L3),2023,11,AI_forecast,AI_P06F,2023,30055.034286260154
Great Britain,Lipton (L3),2024,2,AI_forecast,AI_P03F,2023,656400.0730533045
Spain,Pepsi Max (L3),2024,12,AI_forecast,AI_P12F,2023,132463.84510400487
Hungary,Pepsi Regular (L3),2024,4,AI_forecast,AI_P04F,2023,1389766.934044246
Spain,Pepsi Max (L3),2024,4,AI_forecast,AI_P06F,2023,110091.75721477016
Great Britain,7up Free (L3),2023,11,AI_forecast,AI_P02F,2023,1476098.1999492485
Hungary,Pepsi Regular (L3),2024,11,AI_forecast,AI_P08F,2023,1169599.7736986629
Netherlands,Pepsi Max (L3),2024,12,AI_forecast,AI_P10F,2023,855082.3042142128
